File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
ovl_En_Paper,10A8640,10A8F60,E498E0,E4A060,920,Y,80C22250,80C22B70,920,0,actor,2A4
ovl_En_Hint_Skb,10A8F60,10AB5A0,E4A060,E4B980,2640,Y,80C22B70,80C251B0,2640,0,actor,2A5
ovl_Dm_Tag,10AB5A0,10ABF90,E4B980,E4C0A0,9F0,Y,80C251B0,80C25BA0,9F0,0,actor,2A6
ovl_En_Bh,10ABF90,10AC480,E4C0A0,E4C4C0,4F0,Y,80C25BA0,80C26090,4F0,0,actor,2A7
ovl_En_Ending_Hero2,10AC480,10AC6B0,E4C4C0,E4C6C0,230,Y,80C26090,80C262C0,230,0,actor,2A8
ovl_En_Ending_Hero3,10AC6B0,10AC8E0,E4C6C0,E4C8C0,230,Y,80C262C0,80C264F0,230,0,actor,2A9
ovl_En_Ending_Hero4,10AC8E0,10ACB10,E4C8C0,E4CAC0,230,Y,80C264F0,80C26720,230,0,actor,2AA
ovl_En_Ending_Hero5,10ACB10,10ACEE0,E4CAC0,E4CE10,3D0,Y,80C26720,80C26AF0,3D0,0,actor,2AB
ovl_En_Ending_Hero6,10ACEE0,10AD5B0,E4CE10,E4D3E0,6D0,Y,80C26AF0,80C271C0,6D0,0,actor,2AC
ovl_Dm_Gm,10AD5B0,10AE5B0,E4D3E0,E4DFB0,1000,Y,80C271C0,80C281C0,1000,0,actor,2AD
ovl_Obj_Swprize,10AE5B0,10AEAF0,E4DFB0,E4E3B0,540,Y,80C281C0,80C28700,540,0,actor,2AE
ovl_En_Invisible_Ruppe,10AEAF0,10AEE10,E4E3B0,E4E5F0,320,Y,80C28700,80C28A20,320,0,actor,2AF
ovl_Obj_Ending,10AEE10,10AEF90,E4E5F0,E4E720,180,Y,80C28A20,80C28BA0,180,0,actor,2B0
ovl_En_Rsn,10AEF90,10AF2F0,E4E720,E4E9D0,360,Y,80C28BA0,80C28F00,360,0,actor,2B1
gameplay_keep,10B0000,1142630,E4E9D0,E9B070,92630,Y,,,,,object,
gameplay_field_keep,1143000,114C290,E9B070,EA1A00,9290,Y,,,,,object,
gameplay_dangeon_keep,114D000,1170280,EA1A00,EB5C10,23280,Y,,,,,object,
gameplay_object_exchange_static,1171000,1171010,EB5C10,0,10,N,,,,,object,
object_link_boy,1172000,117F890,EB5C20,EBC190,D890,Y,,,,,object,
object_link_child,1180000,119E260,EBC190,ECA6B0,1E260,Y,,,,,object,
object_link_goron,119F000,11B6A90,ECA6B0,ED6660,17A90,Y,,,,,object,
object_link_zora,11B7000,11C9C40,ED6660,EDEEE0,12C40,Y,,,,,object,
object_link_nuts,11CA000,11D5A30,EDEEE0,EE4EC0,BA30,Y,,,,,object,
object_mask_ki_tan,11D6000,11D6AD0,EE4EC0,EE5590,AD0,Y,,,,,object,
object_mask_rabit,11D7000,11D83A0,EE5590,EE5DF0,13A0,Y,,,,,object,
object_mask_skj,11D9000,11DA6E0,EE5DF0,EE6E00,16E0,Y,,,,,object,
object_mask_truth,11DB000,11DC2A0,EE6E00,EE7820,12A0,Y,,,,,object,
object_mask_gibudo,11DD000,11DDDA0,EE7820,EE85F0,DA0,Y,,,,,object,
object_mask_json,11DE000,11DF360,EE85F0,EE9280,1360,Y,,,,,object,
object_mask_kerfay,11E0000,11E15C0,EE9280,EE9FB0,15C0,Y,,,,,object,
object_mask_bigelf,11E2000,11E54B0,EE9FB0,EEBB30,34B0,Y,,,,,object,
object_mask_kyojin,11E6000,11E6CA0,EEBB30,EEC3A0,CA0,Y,,,,,object,
object_mask_romerny,11E7000,11E8A10,EEC3A0,EED370,1A10,Y,,,,,object,
object_mask_posthat,11E9000,11E9B50,EED370,EEDA50,B50,Y,,,,,object,
object_mask_zacho,11EA000,11EB690,EEDA50,EEE750,1690,Y,,,,,object,
object_mask_stone,11EC000,11ED040,EEE750,EEF160,1040,Y,,,,,object,
object_mask_bree,11EE000,11EFDA0,EEF160,EF02D0,1DA0,Y,,,,,object,
object_mask_gero,11F0000,11F2E90,EF02D0,EF1C10,2E90,Y,,,,,object,
object_mask_yofukasi,11F3000,11F4AA0,EF1C10,EF28D0,1AA0,Y,,,,,object,
object_mask_meoto,11F5000,11F6CE0,EF28D0,EF34F0,1CE0,Y,,,,,object,
object_mask_dancer,11F7000,11F8B50,EF34F0,EF4570,1B50,Y,,,,,object,
object_mask_bakuretu,11F9000,11FA200,EF4570,EF5140,1200,Y,,,,,object,
object_mask_bu_san,11FB000,11FC3F0,EF5140,EF5DA0,13F0,Y,,,,,object,
object_mask_goron,11FD000,11FE7B0,EF5DA0,EF6C30,17B0,Y,,,,,object,
object_mask_zora,11FF000,1200090,EF6C30,EF7730,1090,Y,,,,,object,
object_mask_nuts,1201000,12030E0,EF7730,EF8A80,20E0,Y,,,,,object,
object_mask_boy,1204000,12060D0,EF8A80,EF9FA0,20D0,Y,,,,,object,
object_box,1207000,120F120,EF9FA0,EFDF60,8120,Y,,,,,object,
object_okuta,1210000,1214680,EFDF60,F005C0,4680,Y,,,,,object,
object_wallmaster,1215000,121F070,F005C0,F06ED0,A070,Y,,,,,object,
object_dy_obj,1220000,123C8C0,F06ED0,F19990,1C8C0,Y,,,,,object,
object_firefly,123D000,123E8C0,F19990,F1A820,18C0,Y,,,,,object,
object_dodongo,123F000,1248940,F1A820,F21460,9940,Y,,,,,object,
object_niw,1249000,124B540,F21460,F22750,2540,Y,,,,,object,
object_tite,124C000,124FA30,F22750,F24E80,3A30,Y,,,,,object,
object_ph,1250000,1251C90,F24E80,F25C40,1C90,Y,,,,,object,
object_dinofos,1252000,125F640,F25C40,F2FF20,D640,Y,,,,,object,
object_zl1,1260000,12743C0,F2FF20,F3AB90,143C0,Y,,,,,object,
object_bubble,1275000,12760C0,F3AB90,F3B2F0,10C0,Y,,,,,object,
object_test3,1277000,1286800,F3B2F0,F41C70,F800,Y,,,,,object,
object_famos,1287000,128AE40,F41C70,F44050,3E40,Y,,,,,object,
object_st,128B000,1290BB0,F44050,F47350,5BB0,Y,,,,,object,
object_thiefbird,1291000,12973E0,F47350,F4AE80,63E0,Y,,,,,object,
object_bombf,1298000,1299A00,F4AE80,F4BE20,1A00,Y,,,,,object,
object_am,129A000,129FD30,F4BE20,F4EE50,5D30,Y,,,,,object,
object_dekubaba,12A0000,12A39C0,F4EE50,F51640,39C0,Y,,,,,object,
